"","code","idnum","pair","candidate","at.run","at.asso","at.press","at.presaut","at.vote","selected","woman","socideo","partyid","reg","trustfed","income.n","educ.n","polknow","vote.selling"
"3233","324-2-1",324,2,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,2,3,1,1,4,10,5,0.482640024207805,0
"3234","324-2-2",324,2,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,2,3,1,1,4,10,5,0.482640024207805,0
"3235","324-3-1",324,3,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",0,2,3,1,1,4,10,5,0.482640024207805,0
"3236","324-3-2",324,3,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,2,3,1,1,4,10,5,0.482640024207805,0
"3237","324-4-1",324,4,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",1,2,3,1,1,4,10,5,0.482640024207805,0
"3238","324-4-2",324,4,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",0,2,3,1,1,4,10,5,0.482640024207805,0
"3239","324-5-1",324,5,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,2,3,1,1,4,10,5,0.482640024207805,0
"3240","324-5-2",324,5,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",0,2,3,1,1,4,10,5,0.482640024207805,0
"3241","325-1-1",325,1,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",1,2,2,1,1,4,7,6,1.34929446799788,0
"3242","325-1-2",325,1,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,2,2,1,1,4,7,6,1.34929446799788,0
"3243","325-2-1",325,2,1,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",1,2,2,1,1,4,7,6,1.34929446799788,0
"3244","325-2-2",325,2,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,2,2,1,1,4,7,6,1.34929446799788,0
"3245","325-3-1",325,3,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,2,2,1,1,4,7,6,1.34929446799788,0
"3246","325-3-2",325,3,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,2,2,1,1,4,7,6,1.34929446799788,0
"3247","325-4-1",325,4,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",1,2,2,1,1,4,7,6,1.34929446799788,0
"3248","325-4-2",325,4,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",0,2,2,1,1,4,7,6,1.34929446799788,0
"3249","325-5-1",325,5,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,2,2,1,1,4,7,6,1.34929446799788,0
"3250","325-5-2",325,5,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,2,2,1,1,4,7,6,1.34929446799788,0
"3251","326-1-1",326,1,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,2,3,1,1,3,8,4,0.596651211932639,0
"3252","326-1-2",326,1,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,2,3,1,1,3,8,4,0.596651211932639,0
"3253","326-2-1",326,2,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,2,3,1,1,3,8,4,0.596651211932639,0
"3254","326-2-2",326,2,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,2,3,1,1,3,8,4,0.596651211932639,0
"3255","326-3-1",326,3,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,2,3,1,1,3,8,4,0.596651211932639,0
"3256","326-3-2",326,3,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",1,2,3,1,1,3,8,4,0.596651211932639,0
"3257","326-4-1",326,4,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",0,2,3,1,1,3,8,4,0.596651211932639,0
"3258","326-4-2",326,4,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,2,3,1,1,3,8,4,0.596651211932639,0
"3259","326-5-1",326,5,1,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,2,3,1,1,3,8,4,0.596651211932639,0
"3260","326-5-2",326,5,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,2,3,1,1,3,8,4,0.596651211932639,0
"3261","327-1-1",327,1,1,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,1,5,2,1,3,5,6,0.202263037343945,0
"3262","327-1-2",327,1,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,1,5,2,1,3,5,6,0.202263037343945,0
"3263","327-2-1",327,2,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,1,5,2,1,3,5,6,0.202263037343945,0
"3264","327-2-2",327,2,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,1,5,2,1,3,5,6,0.202263037343945,0
"3265","327-3-1",327,3,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",0,1,5,2,1,3,5,6,0.202263037343945,0
"3266","327-3-2",327,3,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",1,1,5,2,1,3,5,6,0.202263037343945,0
"3267","327-4-1",327,4,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,1,5,2,1,3,5,6,0.202263037343945,0
